,Colorectal cancer,West nile virus infection,Lung cancer,Cerebral cavernous malformations,Thyroid cancer,Esophageal cancer,Alzheimer disease,Rheumatoid arthritis,Colorectal adenocarcinoma,Gastric cancer,Pancreatic adenocarcinoma,Liver fibrosis,Hepatocellular carcinoma,Osteoarthritis,Multiple myeloma,Prostate cancer,Osteosarcoma,Colorectal carcinoma,Muscle-invasive bladder cancer,Parkinson disease,Breast cancer,Pancreatic cancer,Colon cancer,Laryngeal cancer,Laryngeal squamous cell carcinoma,Glioblastoma,Glioma,Pancreatic ductal adenocarcinoma,Liver cancer,Lung squamous cell carcinoma,Non small cell lung cancer,Non small cell lung carcinoma,Ovarian carcinoma,Cervical cancer,Renal cell carcinoma,Clear cell renal cell carcinoma,Cholangiocarcinoma,Neuroblastoma,Acute myeloid leukemia,Nasopharyngeal carcinoma,Esophageal squamous cell cancer,Esophageal squamous cell carcinoma,Liver cirrhosis,Early hepatocellular carcinoma,Triple negative breast cancer,Bladder cancer,Atherosclerosis,Ovarian cancer,Papillary thyroid cancer,Papillary thyroid carcinoma,Gastric carcinoma,Nasopharyngeal cancer,Nk/T cell lymphoma,Ischemia,Esophagus adenocarcinoma,Retinoblastoma,Epithelial ovarian cancer,Renal cell cancer,Diffuse large B cell lymphoma,Oral squamous cell carcinoma,Lymphoma,Hemangioma,Myasthenia gravis,Pneumonia,Pediatric neuroblastoma,Leukemia lymphoblastic acute,Tongue squamous cell carcinoma,Melanoma,Nonalcoholic fatty liver disease,Epithelial ovarian carcinoma,Herpes simplex keratitis,Dysregulated immunity,Pre-eclampsia,Chronic obstructive pulmonary disease,Lung adenocarcinoma,T-cell acute lymphoblastic leukemia,Chronic myeloid leukemia,Ovarian clear cell carcinoma,Primary breast cancer,Wilms tumor,Colon and rectal adenocarcinoma,Uveal melanoma,Hypopharyngeal cancer,Cardiac hypertrophy,Hepatic carcinoma,Cancer,Tuberculosis,Prader-willi syndrome,Acute promyelocytic leukemia,Heart failure,Uterine leiomyoma,Adenocarcinoma,Lung carcinoma,Head and neck squamous cell carcinoma,Psoriatic arthritis,B-cell lymphoma,Prostate carcinoma,Prostatic neoplasms,Malignant glioma,Epstein-barr virus infections,Stomach cancer,Urinary bladder cancer,Colon carcinoma,Gallbladder cancer,Liposarcoma,Meningioma,Uterine cervical neoplasm,Renal carcinoma,Lung small cell carcinoma,Mouth neoplasms,Lymphosarcoma,Breast neoplasms
SNORD4B,0.073629258,0.111285457,0.239324459,0.07456738,0.013087862,0.036654291,2.44346E-05,0.026993746,0.000782866,0.700584835,0.002611564,0.000352174,0.224559259,0.006202481,0.001584966,0.052034321,0.016692364,0.002224957,0.003027067,0.00204531,0.054187953,0.009947125,0.005204734,0.001011329,0.000761663,0.011855184,0.012671549,0.06761639,0.006432206,0.00078986,0.008518152,0.015684508,0.003033376,0.007746243,0.002857258,0.004772922,0.000882294,0.005580289,0.014209096,0.001308672,0.001396053,0.000467244,0.003954491,0.001845048,0.000153781,0.00374103,5.75802E-09,0.012970724,0.000723777,0.002691277,0.000888541,3.02561E-36,7.65225E-26,5.80823E-06,0.003376118,0.000646365,0.001856088,0.004038742,0.088530108,0.034279651,0.001680737,0.000627676,0.000837739,0.000421364,0.000809697,0.001318044,0.000714359,0.00602318,3.06217E-36,0.000296801,0.003577421,0.119382399,0.000267498,0.000297355,0.054137835,0.001268555,0.001039698,0.000149964,0.000884692,0.000572976,0.000712646,0.00205589,0.002332031,0.00184902,0.002850482,0.049162944,0.002331492,0.001762129,0.002064889,0.009946013,0.038157334,0.001923111,0.002304713,0.000873415,0.000723381,0.001748376,0.000744016,0.002942245,0.003978588,0.002749318,0.002602611,0.002403251,0.002442531,0.002454558,0.002339528,0.002292581,0.002313406,0.002298971,0.002583144,0.002588271,0.002875046,0.002327268
SNORD5,0.073160463,0.110952446,0.239228111,0.084633633,0.013245749,0.036710765,3.45499E-05,0.027029774,0.000789589,0.7008238,0.002604204,0.000375794,0.223850093,0.006332916,0.001636936,0.052001693,0.016615308,0.002204738,0.003006138,0.002027054,0.054127983,0.00985911,0.005155628,0.001006408,0.000754865,0.011778952,0.012658691,0.066482316,0.006381033,0.000782875,0.00854268,0.015671,0.003006301,0.00779707,0.002830763,0.004735767,0.000879595,0.005530482,0.014173382,0.001296992,0.001400342,0.000463072,0.004099966,0.001935322,0.000166724,0.003705974,2.55101E-05,0.013018727,0.000712617,0.002666345,0.000984614,4.00143E-06,1.10872E-05,0.000214679,0.003499604,0.000802702,0.0018397,0.004002694,0.087009699,0.034335262,0.001684982,0.000698782,0.000845666,0.000414212,0.000797254,0.001316492,0.000719795,0.005973502,4.04977E-06,0.000317433,0.003583568,0.119805148,0.000273531,0.000301048,0.053208076,0.001272798,0.001046674,0.000158468,0.000884579,0.000593218,0.000715848,0.002038293,0.002318133,0.001850594,0.00282506,0.048588966,0.002343556,0.001923686,0.002179973,0.01033604,0.038177452,0.001929116,0.002306356,0.000885162,0.000732401,0.001753452,0.000751718,0.002931693,0.003954539,0.00278532,0.002595967,0.002394658,0.002430361,0.002447507,0.002338074,0.002314014,0.002306454,0.002289645,0.00257313,0.002580561,0.00287717,0.002321115
SNORD50A,0.091482315,0.125272781,0.212775461,0.093194997,0.038036974,0.059742199,0.027892881,0.046519475,0.026731642,0.669139724,0.028085654,0.025535871,0.183517909,0.033579952,0.026787858,0.076433924,0.046466793,0.029861473,0.032579743,0.032211166,0.081153402,0.033669724,0.033064916,0.028456395,0.029705765,0.038254984,0.043557615,0.083912164,0.034635561,0.02964259,0.039530867,0.042613473,0.028247697,0.035597264,0.031101306,0.033408787,0.0283573,0.029606004,0.038697001,0.03091796,0.032140069,0.033049932,0.028815019,0.027205903,0.027785595,0.033118503,0.027101927,0.042624046,0.030376415,0.030423277,0.027991969,0.027247041,0.027100985,0.026825731,0.027440259,0.029475135,0.029154522,0.028826634,0.101845121,0.060474871,0.029141001,0.028281591,0.028006547,0.02796657,0.028618883,0.028743068,0.02704404,0.029622212,0.026927334,0.026357406,0.026681804,0.092639292,0.026961839,0.027008234,0.072881761,0.027779032,0.027770532,0.027227238,0.027822367,0.027537564,0.027639363,0.027416912,0.027704376,0.026801707,0.027318442,0.069449476,0.02656778,0.026335035,0.026521059,0.03252739,0.058844358,0.027433232,0.027688545,0.026891455,0.026409609,0.027180595,0.026705458,0.026343487,0.026906875,0.026020722,0.026859381,0.026717928,0.026253802,0.026502804,0.026234645,0.026355064,0.026488862,0.026434285,0.026424,0.026825494,0.026042587,0.025980996
SNORD50B,0.08345794,0.081791515,0.198876148,0.048214793,0.024620354,0.04511389,1.90614E-05,0.013143609,0.00052406,0.444695667,0.001178161,4.77235E-05,0.245999628,0.005008547,0.001746438,0.041085886,0.023853031,0.004610189,0.00335514,0.004274741,0.046686122,0.0190564,0.01058311,0.001740129,0.001591893,0.020136011,0.019367589,0.082298782,0.011262758,0.001640716,0.013781502,0.021312177,0.006339821,0.012195941,0.005861378,0.009016054,0.001572703,0.011662924,0.014945273,0.002735153,0.000330968,0.000976345,0.002544597,0.002235898,9.99509E-07,0.007633565,1.20848E-14,0.013903385,0.000848649,0.005523509,0.000985281,1.23375E-80,1.60604E-31,1.21393E-05,0.007056159,0.00100776,0.003603476,0.008441057,0.103797218,0.02409708,0.001400179,0.000735919,0.000336184,0.000494029,0.000896164,0.000912533,0.000508037,0.011785643,1.81081E-61,0.000270458,0.002738905,0.018937436,0.000312175,0.000296382,0.063473961,0.000855839,0.001380389,2.2927E-09,0.001181399,0.000709053,0.001029538,0.00418628,0.00456557,0.003864492,0.005957568,0.049487533,0.000455267,0.002504527,0.003023202,0.009123107,0.023163499,0.000948869,0.001294088,0.00062838,0.000443391,0.001133863,0.000448607,0.004937017,0.007634194,5.77022E-09,0.004749712,0.004548476,0.004839219,0.004722838,0.004583262,0.00446779,0.004463491,0.004473811,0.00489221,0.004842879,0.004440481,0.004753933
SNORD51,0.073055073,0.110924206,0.238877389,0.084891132,0.013195914,0.036605971,3.49811E-05,0.027049862,0.000793095,0.700199884,0.002616427,0.000378556,0.223315447,0.00633181,0.001640378,0.051946509,0.016559012,0.002191636,0.003007905,0.002014675,0.05403203,0.009811211,0.005126807,0.001003161,0.000750255,0.01172422,0.012610151,0.066609261,0.006356473,0.000778154,0.008510166,0.015624716,0.002987943,0.00777659,0.002814473,0.004710466,0.000876645,0.005496709,0.014150809,0.001289071,0.001406969,0.000460246,0.004103934,0.001939616,0.000168067,0.003685015,2.63572E-05,0.012993827,0.000714312,0.002650978,0.000987953,4.13432E-06,1.14555E-05,0.000221583,0.003484273,0.000807394,0.001830895,0.003978251,0.087211851,0.034296033,0.001691438,0.000702935,0.00085004,0.000415176,0.000799293,0.001321886,0.000722891,0.005940222,4.18427E-06,0.000319171,0.003589775,0.120327359,0.000274499,0.000302159,0.053331696,0.001277385,0.001047593,0.000159646,0.000884172,0.000593734,0.000714815,0.002026496,0.00230598,0.001840003,0.002807809,0.048649982,0.002356676,0.001928299,0.002181044,0.010329934,0.038155157,0.00193828,0.002314997,0.000889098,0.000735843,0.001761049,0.000755225,0.002919364,0.003935637,0.002802944,0.002584931,0.002383545,0.002417389,0.00243543,0.00232628,0.002303347,0.002294994,0.002277961,0.002560964,0.002568994,0.002870527,0.002308134
SNORD52,0.059179227,0.120404607,0.241745402,0.548959434,0.023856645,0.036586092,0.007232083,0.061019226,0.009511665,0.71432291,0.016322279,0.009451246,0.154012465,0.018958693,0.012892822,0.069650836,0.018920938,0.006724415,0.01299318,0.006689132,0.049586113,0.010110362,0.007006359,0.007589096,0.00669303,0.010367767,0.014213427,0.069522781,0.011491166,0.006712002,0.014743148,0.022178721,0.006699666,0.021283418,0.006808653,0.007326516,0.007398959,0.006700707,0.025041048,0.006692584,0.013272377,0.006694498,0.018612131,0.014777173,0.008081284,0.006897697,0.007889614,0.02075828,0.007463436,0.006794699,0.013464908,0.0068778,0.007211423,0.016513417,0.013926846,0.014829975,0.007134244,0.006680608,0.093176455,0.040547975,0.011501709,0.011157516,0.010382456,0.007104843,0.00770026,0.010757333,0.00914562,0.007246352,0.00686804,0.008403045,0.019072181,0.512663823,0.007452488,0.00753945,0.059579526,0.011106425,0.00878509,0.007849658,0.008359638,0.008893198,0.008089477,0.006967199,0.007701565,0.007530545,0.00668406,0.053986409,0.017849864,0.017112047,0.015491124,0.033247104,0.052392097,0.01408905,0.015202417,0.009914174,0.009541702,0.012633896,0.009573946,0.008659738,0.00856617,0.022392289,0.008961581,0.008294474,0.007744988,0.008306676,0.008297191,0.009392958,0.008172477,0.007964052,0.008406212,0.008607123,0.011311136,0.00763322
SNORD53,0.052297838,0.112077081,0.223238043,0.067044075,0.004010296,0.020595392,6.00245E-05,0.053581057,0.002238553,0.686328008,0.009542472,0.001691398,0.143210605,0.005298905,0.003201179,0.061648692,0.011951242,4.48557E-05,0.006327854,2.4042E-135,0.041464943,0.003436831,0.000330532,0.000706595,1.92523E-36,0.003577679,0.004626024,0.066153301,0.004805438,2.56134E-05,0.00442911,0.012775972,3.74357E-70,0.010120197,0.000123688,0.000619055,0.000426944,6.5595E-135,0.018112921,2.01576E-74,0.006554807,2.30207E-07,0.004829407,0.003048254,0.000811887,0.000207656,3.04943E-08,0.009664188,0.000744307,0.000113562,0.00207063,3.11318E-74,4.05261E-25,3.39228E-29,1.72351E-10,0.000384626,0.000371096,4.38193E-72,0.091049152,0.030078635,0.003804731,0.000645536,0.003212992,0.000433354,0.001026251,0.003658864,0.00193406,0.000533481,4.56932E-55,0.000587429,0.012005717,0.503471068,0.0002804,0.000496069,0.055678278,0.003923812,0.001175536,0.000794201,0.001338923,0.001087858,0.001022737,0.000280189,0.000781527,5.25775E-54,2.6165E-83,0.048556262,0.010690423,0.001945259,0.002570733,0.007265645,0.044567396,0.006731026,0.008147321,0.002338388,0.002217138,0.005132287,0.002307435,0.001561674,0.001360992,0.014560292,0.001638416,0.001073969,0.000673324,0.001031919,0.000776402,0.000820369,0.000941552,0.000838953,0.001212326,0.001283638,0.003587871,0.000279002
SNORD54,0.077768945,0.117230956,0.245131956,0.08730888,0.018330927,0.041813336,0.005938212,0.033427751,0.00665455,0.713658935,0.008530099,0.006233559,0.226582173,0.012180579,0.00745047,0.058078165,0.022045115,0.007978752,0.008866278,0.007790557,0.059954968,0.015233557,0.010745113,0.006855837,0.006617262,0.0171883,0.01808984,0.070569206,0.011982456,0.00663612,0.01409984,0.021139341,0.008734355,0.013399821,0.008568405,0.010382315,0.006731188,0.011102062,0.01992444,0.007123517,0.007380522,0.00633951,0.009938367,0.007723195,0.006046108,0.009359976,0.005884657,0.018703909,0.006567012,0.008374635,0.006813863,0.005874137,0.005876733,0.005980239,0.009104911,0.006563485,0.007608566,0.009622014,0.090644119,0.040387908,0.007533454,0.006506334,0.006707368,0.006251055,0.006639666,0.007179353,0.006581775,0.011520331,0.005857662,0.006165812,0.009466665,0.130719705,0.006114881,0.006146838,0.057718324,0.007141638,0.006869857,0.006027845,0.006727304,0.00644087,0.006559305,0.007781985,0.008056,0.007586981,0.008509927,0.053759377,0.008290521,0.007653806,0.007925473,0.015994499,0.044489927,0.007826943,0.008213534,0.006746419,0.006595119,0.007627145,0.006621551,0.008699847,0.00961601,0.00877059,0.008346799,0.008147033,0.008172477,0.008194019,0.008085544,0.008055735,0.008060807,0.008043781,0.008317749,0.008324559,0.008655966,0.00806254
SNORD55,0.052092811,0.112018177,0.223996875,0.067153852,0.004007429,0.020639931,6.02279E-05,0.053963376,0.002250018,0.68801891,0.009613263,0.00170729,0.143303821,0.005295721,0.003218726,0.061965371,0.012026993,4.42419E-05,0.006368458,5.3523E-169,0.041532837,0.003453205,0.000326009,0.000709143,1.94445E-36,0.003591131,0.004630426,0.065248055,0.004839883,2.58691E-05,0.004456912,0.012859204,3.78094E-70,0.010221213,0.000121996,0.000619331,0.000426315,1.4603E-168,0.018236449,2.03588E-74,0.006620234,2.27057E-07,0.00484464,0.003058831,0.000819991,0.000204815,3.07986E-08,0.009682859,0.000734122,0.000112008,0.002088699,3.14426E-74,4.09306E-25,3.42614E-29,1.74071E-10,0.000379363,0.000368648,4.32197E-72,0.08980323,0.030132986,0.003813642,0.000636702,0.003238084,0.000427424,0.001017892,0.003676441,0.001942818,0.000533204,4.61493E-55,0.000587678,0.012125552,0.508276764,0.000276719,0.000494869,0.054916373,0.003951231,0.001171636,0.000802128,0.001345665,0.001095902,0.001030268,0.000282986,0.000789328,5.31024E-54,2.64262E-83,0.048105411,0.010787679,0.001945142,0.002583172,0.007277542,0.044743486,0.006778515,0.008214017,0.002348684,0.002230064,0.005159977,0.002321155,0.001573154,0.001367726,0.014705626,0.001652715,0.001082285,0.000680045,0.001042219,0.000784152,0.000828558,0.00095095,0.000847327,0.001223087,0.001293593,0.00361643,0.000281787
SNORD56,0.054658973,0.106481109,0.190169889,0.075218935,0.00349263,0.021381273,0.001133383,0.024850688,0.001809672,0.651522252,0.003294313,0.00137675,0.149273457,0.006638943,0.002092495,0.041736933,0.007436457,0.001151391,0.002791043,0.001105422,0.044104837,0.002231879,0.00143834,0.001367943,0.001107093,0.003999536,0.005830316,0.067344388,0.00225434,0.001109244,0.003455522,0.007649522,0.001108158,0.002526401,0.001231301,0.001746579,0.001344924,0.001109094,0.009343994,0.001107038,0.001999344,0.001107347,0.004827935,0.002291774,0.001219403,0.001313775,0.001114481,0.009768011,0.001849848,0.001217014,0.001525791,0.001104916,0.001108,0.001195262,0.00117417,0.001561913,0.001379181,0.001103082,0.092267277,0.031766839,0.002692423,0.001785508,0.001797215,0.001534987,0.001922055,0.002296052,0.001755346,0.001656321,0.001102369,0.001397589,0.002734789,0.093241606,0.001381038,0.001397133,0.056852366,0.002069519,0.001842699,0.001213438,0.001529877,0.001363961,0.001342952,0.001140555,0.001211266,0.001109746,0.001102286,0.05021802,0.00290388,0.002162436,0.00199558,0.008820839,0.036179062,0.00274355,0.002748006,0.001905439,0.001745337,0.002668263,0.00176188,0.001765077,0.001545021,0.003089609,0.001408238,0.001343324,0.001199626,0.001250214,0.00121801,0.0012341,0.001237555,0.001222607,0.001323061,0.001389371,0.001867329,0.001149098
SNORD57,0.053120438,0.103930077,0.184908917,0.068312211,0.002227618,0.019814715,2.192E-05,0.022723237,0.000670986,0.637953471,0.002032341,0.000233897,0.145838446,0.005392335,0.000916007,0.039474216,0.006098949,4.53102E-05,0.001587164,5.40634E-81,0.042249251,0.001076575,0.000333881,0.000252262,2.23635E-37,0.002823663,0.004619364,0.066823591,0.001068946,2.97527E-06,0.002228839,0.006275976,4.34855E-71,0.001175566,0.000124941,0.000630341,0.000234337,1.47503E-80,0.007899238,2.34151E-75,0.000761409,2.32539E-07,0.003577842,0.001103915,9.43091E-05,0.00020976,3.54222E-09,0.008462948,0.000751849,0.000114712,0.00033868,3.61629E-75,4.70752E-26,3.94048E-30,2.00203E-11,0.000388523,0.000275496,4.42633E-72,0.091971697,0.030095709,0.001539946,0.000652077,0.00063685,0.000437745,0.000821961,0.001140602,0.000623051,0.000542912,5.30774E-56,0.000280323,0.001394589,0.082255442,0.000277372,0.000289995,0.056242431,0.000899524,0.000727124,9.22547E-05,0.000405693,0.000232668,0.000219942,3.25468E-05,9.07825E-05,6.10743E-55,7.53767E-81,0.04917069,0.00159881,0.000963857,0.000798011,0.007403074,0.034254251,0.001525958,0.001498947,0.000764388,0.00060524,0.001485317,0.000619819,0.000625814,0.000416891,0.001691329,0.000267958,0.000215553,7.82136E-05,0.000119868,9.01872E-05,9.52944E-05,0.000109371,9.74532E-05,0.000191456,0.000257065,0.00069077,3.2409E-05
SNORD58A,0.052812896,0.103651009,0.185231751,0.06833992,0.002209285,0.019829568,2.18665E-05,0.022918081,0.000672637,0.638569589,0.002059977,0.000241938,0.145737645,0.005381094,0.00091945,0.039626168,0.006136825,4.45504E-05,0.001599532,3.77173E-43,0.042266387,0.001077954,0.000328283,0.000251776,2.33849E-37,0.002829594,0.004617219,0.065703122,0.001081732,3.11114E-06,0.002242412,0.006317787,5.59382E-43,0.001229254,0.000122846,0.000629761,0.000232005,1.02906E-42,0.007959743,2.41331E-43,0.000796182,2.2864E-07,0.003581368,0.00110143,9.86161E-05,0.000206243,3.704E-09,0.008463207,0.000739242,0.000112789,0.000347222,3.78144E-75,4.92251E-26,4.12044E-30,2.09346E-11,0.000382008,0.000271683,7.4478E-43,0.090429555,0.03011113,0.001532812,0.000641143,0.000647335,0.000430405,0.000809921,0.001142208,0.000623399,0.000541831,5.55014E-56,0.000278162,0.001458279,0.084797541,0.000272769,0.000286846,0.055299383,0.0009093,0.000718667,9.64679E-05,0.000406572,0.000235794,0.000222851,3.40332E-05,9.49285E-05,3.40976E-43,5.25654E-43,0.048590157,0.00164664,0.000955817,0.000799224,0.007406077,0.034333121,0.001543153,0.001528421,0.000764533,0.000608351,0.001490421,0.000623308,0.000631691,0.000417672,0.001768571,0.000274718,0.000218991,8.17856E-05,0.000125342,9.4306E-05,9.96465E-05,0.000114366,0.000101904,0.000196627,0.000261189,0.000702987,3.38891E-05
SNORD58B,0.052256271,0.112035488,0.223272472,0.067146633,0.003992057,0.020618453,5.9727E-05,0.053433031,0.002227443,0.686935132,0.009495015,0.001682971,0.143370587,0.00530205,0.003185286,0.061574567,0.011925662,4.46368E-05,0.006296412,4.1712E-131,0.041528372,0.00341978,0.00032892,0.000703093,1.91563E-36,0.003577222,0.004630755,0.065830573,0.004781545,2.54858E-05,0.004419172,0.012746866,3.72491E-70,0.010069751,0.000123085,0.000619693,0.000424838,1.138E-130,0.018062928,2.00571E-74,0.006522133,2.29084E-07,0.004825009,0.003033149,0.00080784,0.000206643,3.03423E-08,0.009664887,0.000740676,0.000113008,0.00206032,3.09767E-74,4.03241E-25,3.37537E-29,1.71491E-10,0.000382749,0.000369274,4.36055E-72,0.090604971,0.030120664,0.003785896,0.000642387,0.003197008,0.00043124,0.001021219,0.00364071,0.001924466,0.000533816,4.54654E-55,0.000584526,0.011945871,0.501132945,0.000279032,0.000493624,0.055406653,0.003904305,0.001169747,0.000790242,0.001332279,0.001082448,0.001017651,0.000278792,0.000777632,5.23155E-54,2.60346E-83,0.048408717,0.010637177,0.001935651,0.002557977,0.007276759,0.044555066,0.006697562,0.008106775,0.00232679,0.002206128,0.005106809,0.002295975,0.001557096,0.001354239,0.014487713,0.001630258,0.001068627,0.000669968,0.001026775,0.000772532,0.00081628,0.000936858,0.000834771,0.001206289,0.001277252,0.003570019,0.000277612
SNORD58C,0.052904603,0.103786068,0.185364607,0.068471897,0.002202873,0.019861679,2.16931E-05,0.022793917,0.0006652,0.639478557,0.002022802,0.000234514,0.146014094,0.005391066,0.000908528,0.039579352,0.006116555,4.46121E-05,0.001576464,9.46248E-79,0.042348012,0.001066844,0.000328738,0.000249696,2.25116E-37,0.002830716,0.004625508,0.065794143,0.001063312,2.99496E-06,0.002234655,0.006294362,4.37733E-71,0.001183348,0.000123017,0.000630951,0.00023129,2.58168E-78,0.007919211,2.35762E-75,0.000766449,2.28957E-07,0.003581024,0.001092562,9.49334E-05,0.000206529,3.56567E-09,0.008471917,0.000740266,0.000112945,0.000338479,3.64023E-75,4.73869E-26,3.96657E-30,2.01528E-11,0.000382538,0.000271536,4.35814E-72,0.09055483,0.030166364,0.001522815,0.000642031,0.000634505,0.000431001,0.000809913,0.001130344,0.000617261,0.000542837,5.34288E-56,0.0002769,0.001403821,0.082685077,0.000273116,0.000286132,0.05537599,0.000894436,0.00071724,9.28654E-05,0.000402153,0.000231562,0.000218881,3.27623E-05,9.13835E-05,6.14786E-55,1.31876E-78,0.048665227,0.001600509,0.000951874,0.000790866,0.00742038,0.034340471,0.001517542,0.001495119,0.000757185,0.000600593,0.001473021,0.000615167,0.000627809,0.00041321,0.001702526,0.0002678,0.00021472,7.87314E-05,0.000120662,9.07842E-05,9.59253E-05,0.000110095,9.80983E-05,0.000191463,0.00025608,0.000688524,3.26236E-05
SNORD59A,0.077897014,0.11425244,0.242647678,0.548947244,0.034663581,0.052814624,0.005236751,0.055742514,0.00501935,0.719935649,0.012543491,0.003749768,0.168388995,0.017720441,0.008273359,0.083449702,0.036374549,0.007701966,0.016382034,0.011280474,0.063896209,0.015476323,0.012415457,0.006152134,0.007422814,0.019846579,0.029071117,0.068509581,0.018575858,0.007377545,0.027289574,0.033654651,0.005017955,0.030089338,0.009513054,0.01276962,0.005826191,0.007066588,0.028479863,0.009269612,0.017117742,0.012528619,0.012898413,0.010530397,0.005839934,0.012514403,0.004731465,0.028577707,0.008264809,0.008523606,0.011345392,0.003918795,0.004035065,0.013111108,0.011162104,0.014877627,0.006746387,0.006137965,0.087704753,0.042266151,0.009610371,0.008988207,0.0079528,0.004685949,0.005775138,0.008778651,0.005179409,0.006847218,0.003494099,0.003785785,0.014235151,0.52509465,0.003720574,0.003869768,0.055081137,0.008001896,0.005725017,0.004790722,0.005808128,0.006137077,0.005492636,0.004223162,0.005339976,0.003934321,0.003828513,0.049402813,0.012431061,0.01175325,0.010598517,0.02727477,0.046277963,0.00982281,0.011424283,0.005555876,0.00465662,0.007921382,0.005101004,0.003150394,0.004424081,0.016306574,0.004984374,0.004127866,0.002993,0.003927266,0.00351511,0.004820529,0.003776413,0.003491251,0.003812545,0.00456922,0.005588583,0.002475274
SNORD59B,0.071631724,0.119218295,0.275353665,0.084104773,0.01453428,0.036715811,7.36988E-05,0.057765041,0.002360622,0.747727275,0.010109102,0.001831983,0.21773949,0.006232866,0.003905093,0.073671617,0.021959495,0.002095784,0.007693368,0.00192472,0.052852082,0.011788305,0.004912667,0.00142615,0.000716756,0.012089038,0.012281854,0.066591834,0.009861597,0.000766175,0.010443274,0.021727868,0.002854531,0.01643396,0.002694335,0.004519266,0.001043171,0.00525128,0.02410484,0.001231514,0.00717025,0.000439706,0.005359391,0.003865213,0.000883423,0.00352976,2.77741E-05,0.014031219,0.000715812,0.002537687,0.002701645,4.35242E-06,1.20598E-05,0.000232715,0.00334416,0.000805159,0.001859751,0.003800621,0.087387221,0.034189936,0.00396316,0.000708642,0.003419994,0.000416016,0.00101224,0.003840213,0.002034647,0.005691972,4.40501E-06,0.000629226,0.014101266,0.539831848,0.000281384,0.000510958,0.053438938,0.004290038,0.001490055,0.000859213,0.001799287,0.001436166,0.001497254,0.002185056,0.002898158,0.001759666,0.002682442,0.048439274,0.011417288,0.002892665,0.003910418,0.010125394,0.04839303,0.007133355,0.008932258,0.002464489,0.002346733,0.005406383,0.002441514,0.003754955,0.004726341,0.015621751,0.003853814,0.003147082,0.002908719,0.003245118,0.002914256,0.002933676,0.003030537,0.002922846,0.003477419,0.003494631,0.005674835,0.00245446
